267,这拉拉裤也太无语了，确定m号的能穿8-11公斤的宝宝吗？我宝宝14.2，穿这个m号的拉拉裤腰的两侧都被勒的红红的，肚子那里也有一条红痕，拉拉裤弹力倒是不小，可就是不知道为什么孩子穿着腰上都是红痕，真不知道是设计的有问题还是孩子过敏，要说过敏，其他地方都没事，就是有腰部松紧的地方勒的宝宝皮肤都是红的，真是心烦，买这么大包浪费钱！
293,东西是正品，发货就不敢恭维了。
300,纸尿裤不柔软，尿的多点就起坨了，不好
323,第一，在线客服真的很不给力，告知没有核实过的信息，第二，收到的产品和在实体店买的不一样，上面的小兔子图案严重对不上，味道很重，还有尿不湿在阳光下照的都是一坨一坨的，如果用劲甩尿不湿，就全部落到一起了，真的怀疑是假货？现在宝宝用了出现了小红点的情况，不知道是不是尿不湿原因？有待考察，如果明天还不消去，真怀疑是假货了，找客服问怎么鉴别尿不湿的真伪，只告诉一句，我们都是正规的进货渠道，有质量保证的，放心使用，难道你们是怕鉴别真伪吗？一句话就搪塞过去
328,这拉拉裤的质量怎么越来越差了，刚买的这箱裤头既然如此松，一泡小小的尿就往下掉了，不像以前的，就算整张都湿透都不会掉的。发票也不开了，刚开始还会把发票开过来，现在要求开发票都不开给你！用了快两年的帮宝适，看来是要换了！
334,这个盒装比那个袋子装的要薄
338, 不红屁股 非常柔软 不漏尿   物美价廉 囤货
345, 大品牌   从宝贝出生一直用这个牌子，但这次感觉质量不好
366,我是第一次买好奇金装的 尿不湿 买了一大箱子！ 这是刚打开第一包用的！ 宝宝小便便了一次 就发生断层的现象！而且摸着尿不湿里面就像有沙粒似得 疙疙瘩瘩的！ 虽然当时客服不给保证啊能出现断层    但是 就便便了一次  就发生断层  这也太过分了吧？ 买了那么多尿不湿  第一次发生这种情况  很失败的一次购物  百度搜索 还说好奇金装的好用   评论是不是商家自己说的呀  保持怀疑
369,花王比较厚，夏天用不是太好，不过猫超有优惠就买吧，反正大码一包也没多少，很快用完
370,有尿湿显示   还好吧 就是薄了一点
374,还不错，薄的尺寸也合适主要冤快递很
377, 如别人所评价的有味道，看起来太薄了。京东就送货速度快。
390,东西是帮妹妹带的，发邮政的太慢了！
398,一直用的品牌，美中不足的是背后容易漏便便～
399,第一次买这个牌子的纸尿裤，不好用，决定还是用回以前的牌子好用。
401,是假的，不透气，和全球购买的质量差好多
412,不红屁股   不便宜，但是经常漏尿，感觉不是很好
421,和实体店不一样，吸水珠成坨，还有断层！
423,跟我平时买的有点不一样，感觉是假货
430,应该是正品，买少了，但是快递超慢。
432,正品，双十一比平时买的划算。孩子的必须品。就是双十一物流不太给力。但也不能怪他们，形势所逼。
435,宝宝4个月17斤，这是第一次买拉拉裤，感觉不像纸尿裤穿脱方便，用完直接暴力撕开。松紧处会有嘞痕，银装的虽说经济实惠，我还是觉得金装的好用，小屁屁比较干爽。不管怎样，好奇一直好用。
438,还没有开始用，不过包装很仔细。虽然是软包但每个都包裹了一个气泡垫的。
439,真心的没法说，买之前觉得帮宝适一级会很好用，但用过以后才知道不是想的那样，起坨起的厉害，有的时候睡一晚上觉，早起，拉拉裤的吸水珠珠会粘在小屁屁上！和客服说了这个情况，客服总说是符合国家标准，我也不知道这国家标准到底是怎么定的，我只知道它起坨而且吸水珠珠会出来！但京东的客服态度很好，和卖家客服一点也不一样！
445,快递也太慢了吧，11月15号中午发的货，今天都19号了，还没有收到货；无语了
456, 快递给力不吸水  同样是好奇，国产的比美国卖的价格差不多，但是质量差的天上地下。这种根本都不吸水，尿出来都还在表面上。京东应该不是假的吧？那只能说明国产的实在是太差了，真不如海购。
460,唉！红屁屁，不够柔软
461, 比在实体店买的要薄一些，质量就不知道好坏了，听说有些质量不好的材质对宝宝皮肤不好。不过买都买了，希望这家店是有良心的！
466,有点异味，尿满之后，有几颗吸水珠黏在屁屁上，比在实体店买的薄，也粗糙一些，，实话不算满意
472,本来准备的NB用了五天，有点点大，.宝宝偏小想换个合适的，然后买了这个，大小是合适了，但是这个居然要侧漏，每次小孩大便小便都要弄湿衣服裤子。开始总觉得是自己没弄好，试了两天都这样。又换成nb的完全没有侧漏现象！如果可以一颗心都不想给
473,刚用了一片，凑合。以前起坨你们说什么宝宝不适应好动什么的，亏你们想的出这样的理由。宝宝从出生就一直用的你家尿不湿，薄乐c真的不值得去买，第一，漏尿，大晚上一漏漏一滩非常过分，都是从腰部那里漏出来我也是服了天天晚上漏。而且大腿内侧嘞肉经常有红印子，换好奇就一点不会嘞。好奇相比起来太厚了不过吧尿了以后宝宝没有不舒服不难受。薄乐m的比好奇m要小要紧，宝宝特别不舒服，每次吵的时候尿不湿一换他就不吵了，亏心啊！还好我这次买了三大包好奇，厚点就厚点吧。
479,第一次京东购物给差评。尿不湿用几天，宝宝腰上，腿上和屁股上全是大红疙瘩。。。。也不知道是不是正品，已经不敢用了。用过花王，大王，好奇的，从来没有过这个问题。。。
480,对比了在沃尔玛买的拉拉裤，有以下几个区别： 1、薄厚手感 沃尔玛的明显比jd买的要薄一些，柔软度差不多。 2、味道 沃尔玛买的没有任何味道，使劲闻有非常轻微纸的香味。jd买的有明显化学味道，微微刺鼻，打开放在阳台晾了。 3、尿显的两条线（图一图二）在沃尔玛买的很清晰分明，jd买的尿显线很模糊，甚至两条线并成了一条。 4、表面纹路（图三图四） 在沃尔玛买的拉拉裤里面是凸出的点状网面；jd买的表面是平滑的。 5、背面胶带（图五图六） 在沃尔玛买的胶带更厚实，蓝色部分更宽，jd买的则薄些。 以上是我实际对比了超市和jd买的拉拉裤的几点不同，我不知道jd卖的是否为真货，也许是产地不同。即使是真货那质量也明显低于超市买的，当然价格也摆在这里，就看个人倾向和选择了。
484,拆出来用了两个，不知道为什么两个不是后漏，就是侧漏。烦。
491,左边的是实体店商场购买 右边的印花是京东上买的对比鲜明，印花好粗燥 还很薄度没想到京东出假货垃圾。望各位亲们不要上当京东了，毕竟是给宝宝使用的亲肤用品。再也无缘京东烂 货。真实评价
495,这个花王应该不是真的，跟我之前用的都不太一样，很硬，没有以前买的正品软，以前的柔和一些这个非常硬。
499,   摸着质感不好 感觉不行 大牌子也不过如此
509,   感觉有点薄，看那么多人说有假，其他也不知道真假
525,假货，假货再也不会卖了
526,收到后快递员打电话给我说箱子有破损，当时没法去验货，估计没问题，可是下班回家收到货后发现纸尿裤的袋子坏了一个窟窿！
527,我觉得挺好的，就是尿尿之后，尿不湿有点不好闻的气味
529, 宝宝红屁股，买来用了几片就没用了。
531,帮姐姐买了很多次帮宝适，每次都没去问姐姐的孩子用的怎么样，所以每次都好评，但是最近姐姐跟我说她的女儿用了之后屁屁总是不干爽，很不舒服老是闹，而且拉拉裤还有很容易就有异味，是否假货无从得知，这是最后一次购买了，不会再回购了
533, 头次用，不知道效果怎么样！感觉挺薄，里面的颗粒能摸到，这是正常，但是有味道，说不上来是什么味道！不知道孩子用了有没有什么影响，先好评吧！！
536,   温和不刺激京东放心擦屁屁最好    这包没以前用的那么湿润，第一包有一边的湿巾还是干干的，失望
538,白标，怀疑到底是不是正品。
547,假的，起坨，断层，没有天猫国际的好
550,"差评差评，把我们当猴子甩!!!!1美特斯邦威，人家前10000名，满300送300!!!!!你们家1000送一个破摇铃，那货淘宝也就值几十块钱，还1000名送，有几个能抢到，还让我半夜1点起来抢!!  2第一张图你家包装，第二张图京东的包装!!!!2双十一的价格，垃圾价格，这个价格，京东早就这个价格，还满199-10,299-20,399-30。抢个蛋!!!!!!  3预售不能参加各种券,最坑爹，才送100多个积分。双十一当天买的，送1900积分，还能用各种券!!!!!!绝对差评!!!!!!!!!!!"
555,这次买的味道很大，上次买小号的没味的不知道怎么回事。
556,这次买的特别不好用，感觉像是假的，买的铂金的还没金装好用，老是漏尿漏屎，摸着尿不湿挺薄的，感觉和以前在别的地方买的差距挺大。看天猫评论说这个纸尿裤是真的假的掺着卖的，不知道什么情况。没办法，后来又去超市买了个金装的。太坑人了
565,   感觉吸水性比银装好，但裤裤设计不如银装，银装腿部包得面积大。用着还是很好的，点赞～
573,一直都是天猫超市买的花王，相比纸尿裤，拉拉裤反而更为柔软，感觉比尤妮佳好用些，就是很坑爹的618那天我买的99，买完单看到变95了很生气就退单了，结果第二天起来一看又99了，坑
578,   一直用好奇质量不错，一下买两箱，慢慢用
580,买过最差的尿布湿，还有黄色的东西在里面，粘的地方一拉就掉，严重是假货，再也不会来了，大家也要看清了，黑商
590,质量不咋样，漏尿。。
605,一直使用实体店购买的花王，各种版的都用过，没发生过后漏。这次购买的已使用二天，拉一泡尿后前部凸起，并发生后漏大便一次。
606,分拣的时候给我急要的发到郊县，问客服客服也只能说让我尽量理解。货接到问快递员，快递员说每天都有机器分拣错误的，这破事谁赶上谁倒霉。投诉无门！
609,东西应该是正品 不过看上去有点陈旧的感觉
610,大家别买，刷单的，让我开户领新人礼包，然后商家自己买东西，现在不给我佣金了，大家别像我一样上当
612, 烂京东，气死我了，买了两箱，这个型号太小，质量也差，比其他同型号的小太多，l号20斤都用不了，还不给换。经常在京东买尿不湿。这次没想到这么差。想将就用都不行，还叫我送人。连最起码的换货都不行。以后绝不再京东买
614,不太适合用，皮肤有点过敏
623,纸尿裤用的花王的，拉拉裤用的一级帮，宝宝不会红屁屁。摸上去拉拉裤不如纸尿裤的材质好，但用起来也说不上哪里不好。宝宝快十个月了18.5斤，还在用M号，比较合适，打算用完这包M的就用L的。
629,   价格便宜    垃圾，太垃圾，绝对的假货，假货假货假货
633, 不红屁股 有尿湿显示 透气性好 不漏尿 非常柔软   不错，用来用去没想到国产的尿不湿也不错！
638,之前买过NB尺码的裤裤，所以没看评价就买下了这款，大小倒是适合满月后宝宝使用，就是起坨，吸尿不均匀，有时候尿了显示条也没有变色，所以说一分价钱一分货，应该是不会回购了
645,   NB有点漏尿，小S，还没用，好用再来追评
649,  发了旧包装给我……用了一段时间……红了一次屁股吧……
652,质量差！摸起来有颗颗还没用就起坨，  买回来被埋怨了一整天。
654,对于有婴儿的家庭来说尿不湿是刚需啊，趁着京东有活动必须囤货。花王，值得信赖。
666, 假货！！！太气愤啦！京东买的居然有假货！实体店的吸水性非常强！这个一股刺鼻的味道，可怜的宝宝屁股全部红了
667,   吸水性不强，很快就要换
669,   一直用的牌子，无奈还是会红屁股，唉
672,都不知道前面买的人。是怎么验货的，违背良心说话，自己感觉不好，打开包装袋后，还有一股胶味，尿不湿也没有在商场里的质感好，就是不知道有没有荧光剂，等在网上买的荧光剂验笔到了，我再来评论
673,   值得信赖    这一批的东西存尿的能力下降了，难道像去年一样又减料了？
678,一般吧，码偏小！
683,摸起来硬硬的，吸收不好，一团一团的，用了一次就起红疹子，假货，如果说这是真货的话，帮宝适早就倒闭了
687,质量不好，质量不好，没有花王的好，起坨厉害
692,简直就是太不负责任了，假货，收到货就试用了一个，宝宝就尿了一次尿就起坨坨了！吸受一点都不好！
695,质量太差，假货
696,用了红屁股，这次的没有上次的好，感觉像假的，一次真的一次假的？奇怪！
698,不好用，起坨，反潮，用着不干燥，
701,第一次京东上买，以为是正品，发货快，之前一直店里和网上买，网站在京东是敏感字，郁闷，打不出来，以前在别处买的区别都不大，这次京东买的也没看评论直接下单了，尿不湿拿到手上外面里面没有什么棉柔感，感觉不透气，给宝宝包了一片，用手摸了摸，手上有发热的感觉&hellip;&hellip;不敢给宝宝用了，就白天垫pp底下尿一次就扔吧，吸水性不好，过一段时间还有水在表面，手捏有明显颗粒感，剪开来也还正常就是手感特别不好，国产花王的摸起来都比这个舒服好多&hellip;&hellip;第一次在这买也是最后一次&hellip;&hellip;tb还是敏感字真受不了，
711,   还不错    可能宝宝长大了，老是漏出来
715,有尿湿显示 不红屁股 透气性好 新生儿用的 吸水性强   表面干爽，不红屁股，偶尔又漏尿，不过BB长到10斤就真的不能用了。
726,是正品，就是包装太简陋，直接什么都没包装就过来了，而且还破了一个洞
727,怀疑是假货，因为不吸收，以前用好奇的很好用。想让有关部门鉴定一下或者请厂家验证，直接上当了，大家注意不要再上当！！！
731,昨天晚上到了就拆开用上了，目前一晚上使用看来还没有红pp，但是好奇S码感觉比贝亲的小很多 兜不住我儿子的pp了有点儿！包装是两个60片到底 感觉简陋 但我不知道箱装的是不是都这样&hellip;&hellip; 吐槽一下快递！神慢！昨天早上7点多就显示派件了，一直到晚上快7点才送到！简直太讨厌了！在家等一天！投诉一下！！
736,不错，铂金装软软的，就是会漏尿，我问客服，说是铂金装里面全是棉花，尿多了才会漏出来，别饿纸尿裤掺了别的东西，所以尿多了漏不出来
740,用了不红屁屁，也不湿。但是根在孕婴店买的还是有那么点区别，
742,摸起来比别的牌子的要舒服，也不侧漏，就是有点味道，不知道是不是正品，多用几个在追平
746,   从来没有敢在电商上买纸尿裤，这是第一次。之前的花王都是大超市买的，花王中国服务公司进口的，宝宝用了没有任何问题。这次也是抱着试试的态度，买了京东自营的，拿到手发现不是花王公司官方正规途径进口的，进口商是东莞的一家公司，这条进口途径就让我心里没底。用了几天，宝宝这几天屁眼儿总是红，一开始以为是宝宝拉屎频率太多，不过今天晚上发现宝宝大腿尿裤花边处有发红的一片。心里就对京东是否正品打个问号。也不妄断京东是否正品，准备恢复使用正规花王对比观察下～回头回来追评
751,里面有点薄 跟我之前买的不一样 不知道效果怎么样
755,东西不错，但是商店的外包装比较松散，容易损坏。应该可以包的更专业一点的
756,怎么回事，指定9月3号收货，日期还没到就说收货了，太恶劣了，严重投诉苏宁的快递员。
762,这一星是给快递小哥的，不知道是不是买到假货了，宝宝用着屁屁红，拉拉裤尿过的表面还算干燥！夏天用有点厚了！
766,   宝宝尿在里面后，小屁屁又湿又凉，各类尿不湿广告里说的整夜干爽完全是骗人的。不过相比其他品牌还好。夜里不把尿就要换一个才行。
772,买到假货了，宝宝拉点尿里面就变成一坨一坨的，真是无语了，一直信赖天猫买了好多东西，没想到这次被骗了，????
775,之前在某东买，居然有假货!无良啊！***与否居然搭上品行。唉！于是来suning，品质一直不错
784,京东铂金的还不如金装呢，漏尿，一弄就破
787,东西不是很好
795,东西收到，一次买了两包，做为一个资深的奶爸，不知道怎么说，一晚上起来，（晚上换过3次）床上都是屎和尿。孩子左侧大腿内部都折肉了，这个气啊。你这尿不湿当孩子拉尿后的顺吸效果太差，尿的液体形态时间太长，尿拉在挡里吸不走是什么感受？不要告诉我没带紧，我这是二胎，腰部粘的很紧， 最主要是两个大腿内测很松，孩子生下来7斤。你这NB码比超市送的国产杂牌S码都大，效果都不如。连好奇都不如，（好奇有点漏）用帮宝适一点都不漏，但是帮宝适不太透气。便宜没好货。
804,非常失望！真假混着卖，宝宝用了屁股特别红！无良商家！大家请绕道
805,屁股那感觉不太紧，有时候会漏粑粑
816,比实体的店薄和短！
823,这花王太差了，用完屁股都破了。
824,一如既往的好，不管是防侧漏还是吸水性，都很赞。一直是家里的尿不湿主力。 稍有不好的地方就是比较厚，夏天的时候会热一点，需要时不时给孩子打开透气。
831,质量有问题呀  起坨而且过敏  正如新闻上所说的  天猫假货还真不少呀
832,差评，有一股非常大的味道，假货，卖假货可恶不
837,这次对1号店真是太失望了，16号一起买的4个包裹，20号到两个不按写的地址派件，21号2个包裹是送到下单的地址但又要收手续费，还有1个包裹是不知去向但已经显示签收了，种种郁闷呀！经过在线投诉，打N个电话投诉再经过漫长的等待后，29号才收最后一个包裹！1号店的客服处理东西的速度可以说跟蜗牛一样，态度差到无话说
846,有味道，不知道是否真的，希望是毕竟小孩用的东西
849,用起来一般，每隔两个多小时就得换一次，不然宝宝屁屁冰凉凉的，时间长了还容易起坨，不过比好奇的好点，起码不渗漏
861,信赖京东 一直在京东给宝宝买纸尿裤 绝对正品！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！
862,尿不湿味道大，这次买的是拉拉裤没有什么味道，白天用划算吸水量不错，就是不太柔软，晚上用好奇铂金拉拉裤
863,后漏啊后漏，好几次都拉我裤子上了，主要是便宜
865,很差，不但起陀，还不干爽。
872,买过很多次了，感觉这次买到的是假货，我一天用十多片，依然很容易结块成团，比原来买的差很多，不知什么原因，但愿我打算换平台换品牌了。
878,难得的一次大降价！现在这款尿不湿价格是越来越高！这质量不升相反倒退了！吸水珠珠的质量和含量差了和少了很多，外层面料也透尿！之前的可以3-4次尿才换，现在的2次就开始出现透尿，不换不行。还好孩子慢慢长大了，现在晚上才用所以就凑合吧！现在的育儿成本越来越高！有时候加价是不可避免的事，但也不要不顾质量。毕竟这是对一个品牌影响的大事！
884,第一次在天猫超市购买尿不湿，说实话比商场便宜太多，有点担心不是正品，只有趁活动凑单买一袋试试～宝宝还小，这是囤货，用后感觉如何会追评的。希望天猫超市坚持住，不要被假货占领了&hellip;&hellip;
899,没有味道，软软的不知道是不是正品，不过还是好用
903,  以前没买过好奇，第一次买，挺软的，而且这个拉拉裤和其他牌子不一样，腰的两侧有粘扣，松紧可以调节，穿的时候也不用把裤子脱掉了
916,没有第一次买的好，外包装脏兮兮的，还有一段一段的胶布，用后看真假评论&hellip;&hellip;以前买的到是真的！
918,买了多次，这次换了L号，居然有问题，太失望了。。。。
927,薄薄的柔软是个宝宝，但是没有全面家的厚实，没沾湿过用，应该不会破。
929,啦啦裤 不漏尿 哈哈哈
940,胶水味重，且用后有一朵朵疙瘩。
946,这次的拉拉裤比上次要薄，不知道用会不会漏尿
949,差差差 吸水效果及其差 很容易漏尿 绝对得假货 买家斟酌 这次很失望 我家宝宝受苦了
950,尿片里面都是疙疙瘩瘩的，感觉不像是正品。
955,东西太垃圾了
957,可能是出货量大，估计是包装箱味重，连带商品都是一股味，都没敢往家里拿，放在门口一个星期，那味道估计小偷都嫌，现在还在地下室躺着。。。希望是正品，花王品质不会让人失望
967,快递很快，收到货感觉应该是正品，分量很足，先买一个试试，希望别让我失望，我相信京东自营的东西
968, 宝宝用的  这品牌一直用但这个所谓的特级柔软真不柔软，而且不知道为什么，宝宝用了，一直痒痒，唉，一大箱只用浪费掉
972,快递神速，不过这个尿不湿根本不是真品，跟我在店里买得比手感很差，拿在手里感觉沙沙的，前半片装的是棉，后半片里面感觉装了像沙子一样的东西，根本不吸水，上当了。
990,物流十一号才到，说是十号之前，让人着急，客服也不回信，看不到物流信息，看到时货还没到手就要评价，十一号下午才收到！无语，好在东西好像是正品！
994,吸尿性一般，之前买的也是铂金装就很好用。现在发的这个不知道是不是旧版的，质量一般。容易漏尿
996,花王xxl拉拉裤没有尿显条，而且一包的拉拉裤里面有两种款，一个有点点，一个纯白，很奇怪。前面的图是xl和xxl拉拉裤对比图，xxl比xl大很多，宝宝大了，尿量也大了，晚上睡觉一觉到天亮，用xl时秋裤会湿，所以半夜得换，而xxl则不会，完全不漏不透，没有红屁屁，不起坨，不断层，一直在用，在天猫国际直营买好多次了，价格能接受，质量也不错，就是没有尿显条挺麻烦的，宝宝24斤（个子高不胖），用xl拉拉裤勒腿勒腰，xxl就没问题，一包用了一半才来评价，希望对宝妈们有用，总之，我认为是正品，很值得购买，比实体店便宜质量又不差，觉得不好或者红屁屁了还可以退，十分人性化。
1001,   一直在用，小孩没有任何不适应
1006,这种电商版的纸尿裤真的跟平时一包包的那种包装不一样，没有积分可以扫，而且根本称不上叫特级棉柔，以前买过特级棉柔的很舒服，这个就是跟普通绿帮一样的，穿了两小时就换，屁股上还有结晶体，服了，再也不会在搞活动的时候买纸尿裤了，太差了
1007,拉拉裤鼓包，不好，已经习惯好评，以后再也不会买了
1008,是正品，就是现在夏天热有点厚
1009,尿完后前面有疙瘩，不知道正不正常。毕竟花王尿布版本太多。
1018,打开包装味道很大。绝对是假货，我在实体店买的，一点味道没有，
1021,臭臭的味道，还潮湿，我在贝贝买的都没有，
1029,没有什么味道，第一次用，怕红屁屁，用了一袋了才来评价，感觉不错，就是短了，宝宝大便容易漏出来，新设计的腰围是不错，要是长一点就好了
